opportunity_id,opportunity_name,account_id,amount,created_date,close_date,status,stage,probability
OPP-00205,Meridian Customer Care – Digital Transformation Initiative,ACC-0082,3000,2025-09-10,2025-12-25,Lost,7 - Closed Lost,0
OPP-00206,Ironwood Medical Center – Training & Enablement Program,ACC-0014,33600,2023-06-01,2024-06-24,Won,6 - Closed Won,100
OPP-00207,Blue Ridge Grocery Chain – Workforce Optimization Platform,ACC-0068,405400,2021-03-25,2023-01-20,Won,6 - Closed Won,100
OPP-00208,Riverside Community Hospital - Central Region – Managed Services Contract,ACC-0103,60300,2023-11-14,2024-02-18,Won,6 - Closed Won,100
OPP-00209,Westbrook Flooring & Design - Central Region – CRM Rollout,ACC-0133,57700,2025-05-26,2025-08-18,Won,6 - Closed Won,100
OPP-00210,Westfield Service Alliance - Northeast Division – Workforce Optimization Platform,ACC-0155,1600,2025-07-28,2025-10-07,Won,6 - Closed Won,100
OPP-00211,Irongate Office Supplies – Systems Integration,ACC-0067,490700,2026-02-20,2026-04-18,Open,3 - Engaged,25
OPP-00212,Skyline Electronics - Pacific Division – Data Analytics Platform,ACC-0139,1700,2022-12-20,2024-09-20,Lost,7 - Closed Lost,0
OPP-00213,Colorado Department of Transportation – Managed Services Contract,ACC-0045,17300,2026-01-28,2026-06-08,Open,1 - Prospecting,10
OPP-00214,Nexus Support Services - Pacific Division – Cloud Migration,ACC-0146,3900,2024-04-27,2025-02-05,Lost,7 - Closed Lost,0
OPP-00215,Los Angeles County Services – Workforce Optimization Platform,ACC-0044,1500,2022-01-08,2023-03-12,Won,6 - Closed Won,100
OPP-00216,City of Seattle Finance – Security Assessment,ACC-0037,9000,2023-02-11,2023-08-17,Lost,7 - Closed Lost,0
OPP-00217,Cedar Valley Hospital – Training & Enablement Program,ACC-0015,161300,2024-07-27,2025-08-14,Lost,7 - Closed Lost,0
OPP-00218,Westbrook Flooring & Design – Managed Services Contract,ACC-0074,221400,2025-12-13,2026-08-14,Open,1 - Prospecting,10
OPP-00219,Pinnacle BPO Group – Network Infrastructure Upgrade,ACC-0084,16600,2025-06-22,2026-01-13,Won,6 - Closed Won,100
OPP-00220,Skyline Electronics – Data Analytics Platform,ACC-0077,36100,2025-04-15,2025-06-10,Lost,7 - Closed Lost,0
OPP-00221,Apex Contact Solutions – Business Intelligence Suite,ACC-0081,33400,2022-08-30,2024-02-24,Won,6 - Closed Won,100
OPP-00222,Vantage Customer Solutions - Southwest District – Systems Integration,ACC-0147,2300,2026-03-17,2026-06-20,Open,3 - Engaged,25
OPP-00223,Summit Health Network – Managed Services Contract,ACC-0005,28600,2024-06-15,2026-04-01,Lost,7 - Closed Lost,0
OPP-00224,City of Jacksonville Finance – ERP Implementation,ACC-0052,1300,2023-09-28,2024-06-01,Lost,7 - Closed Lost,0
OPP-00225,Cascade Regional Hospital – Network Infrastructure Upgrade,ACC-0003,4400,2022-12-28,2023-11-19,Won,6 - Closed Won,100
OPP-00226,Clearfield Auto Parts – Network Infrastructure Upgrade,ACC-0072,233000,2022-09-09,2024-05-19,Won,6 - Closed Won,100
OPP-00227,Nexus Support Services – Cloud Migration,ACC-0083,18100,2021-10-03,2021-11-01,Lost,7 - Closed Lost,0
OPP-00228,Silvercreek Customer Services – Business Intelligence Suite,ACC-0098,5200,2021-05-11,2023-03-10,Won,6 - Closed Won,100
OPP-00229,Ridgemont Healthcare - Atlantic Division – Infrastructure Refresh,ACC-0111,22100,2022-06-26,2022-07-22,Won,6 - Closed Won,100
OPP-00230,Northgate Supermarkets – Workforce Optimization Platform,ACC-0075,129500,2024-08-15,2026-04-14,Open,2 - Scoping,15
OPP-00231,Millstone Department Stores – Managed Services Contract,ACC-0070,99700,2021-12-05,2021-12-20,Won,6 - Closed Won,100
OPP-00232,Pinnacle Healthcare Group – CRM Rollout,ACC-0004,45100,2021-11-23,2022-02-05,Lost,7 - Closed Lost,0
OPP-00233,Meridian Medical Center – Managed Services Contract,ACC-0002,5700,2022-02-08,2022-07-18,Lost,7 - Closed Lost,0
OPP-00234,Sunstone Pet Supplies – Data Analytics Platform,ACC-0080,432200,2024-08-06,2025-10-20,Lost,7 - Closed Lost,0
OPP-00235,Cornerstone Pharmacy Group – Systems Integration,ACC-0069,62200,2024-07-05,2024-09-07,Lost,7 - Closed Lost,0
OPP-00236,Ridgemont Healthcare - Atlantic Division – Systems Integration,ACC-0111,38900,2021-01-14,2022-02-17,Lost,7 - Closed Lost,0
OPP-00237,Northgate Supermarkets - Mountain Region – CRM Rollout,ACC-0136,7200,2024-09-04,2025-12-26,Won,6 - Closed Won,100
OPP-00238,City of Denver Public Works – Workforce Optimization Platform,ACC-0034,14800,2021-09-10,2022-09-03,Lost,7 - Closed Lost,0
OPP-00239,Ridgemont BPO Services – Managed Services Contract,ACC-0096,7600,2024-12-28,2025-03-06,Won,6 - Closed Won,100
OPP-00240,Ironwood Support Group – Security Assessment,ACC-0093,23300,2026-02-22,2026-07-20,Open,5 - Negotiation,80
OPP-00241,Vantage Customer Solutions – ERP Implementation,ACC-0086,9800,2022-03-21,2022-07-01,Lost,7 - Closed Lost,0
OPP-00242,Millbrook Medical Group – Systems Integration,ACC-0022,275100,2025-09-20,2026-01-16,Lost,7 - Closed Lost,0
OPP-00243,Northgate Supermarkets - Mountain Region – Digital Transformation Initiative,ACC-0136,16100,2023-03-08,2024-02-22,Lost,7 - Closed Lost,0
OPP-00244,Northgate Supermarkets - Southeast Region – Infrastructure Refresh,ACC-0135,11600,2024-11-19,2026-06-06,Open,2 - Scoping,15
OPP-00245,Highfield Consumer Goods – Cloud Migration,ACC-0071,6000,2021-02-24,2022-06-01,Lost,7 - Closed Lost,0
OPP-00246,Cedar Point Convenience Stores – CRM Rollout,ACC-0076,37200,2022-03-11,2023-04-30,Lost,7 - Closed Lost,0
OPP-00247,Northgate Supermarkets – Professional Services Engagement,ACC-0075,65200,2021-03-09,2021-04-20,Won,6 - Closed Won,100
OPP-00248,Skyline Electronics - Pacific Division – Data Analytics Platform,ACC-0139,7900,2021-10-18,2021-12-01,Won,6 - Closed Won,100
OPP-00249,Ridgemont BPO Services – CRM Rollout,ACC-0096,5700,2024-11-28,2025-02-20,Lost,7 - Closed Lost,0
OPP-00250,Prairie Home Centers - Western Region – CRM Rollout,ACC-0128,34800,2022-02-13,2023-08-28,Lost,7 - Closed Lost,0
OPP-00251,Goldstone Jewelry Retail - Gulf Coast Branch – Cloud Migration,ACC-0131,97200,2024-12-27,2026-02-08,Won,6 - Closed Won,100
OPP-00252,Falcon Medical Associates – Business Intelligence Suite,ACC-0026,2800,2025-10-03,2025-12-01,Lost,7 - Closed Lost,0
OPP-00253,Pinnacle BPO Group – Business Intelligence Suite,ACC-0084,20000,2021-09-29,2022-01-22,Lost,7 - Closed Lost,0
OPP-00254,Falcon Medical Associates – Security Assessment,ACC-0026,20700,2023-05-18,2024-02-24,Won,6 - Closed Won,100
OPP-00255,Skyline Electronics - Pacific Division – Compliance Program,ACC-0139,1300,2025-04-06,2025-10-26,Lost,7 - Closed Lost,0
OPP-00256,Nexus Support Services - Pacific Division – ERP Implementation,ACC-0146,4100,2025-10-10,2026-03-21,Lost,7 - Closed Lost,0
OPP-00257,Ridgemont Healthcare - Northeast Division – Systems Integration,ACC-0112,700,2023-11-29,2024-03-23,Lost,7 - Closed Lost,0
OPP-00258,BlueCrest Health System – Security Assessment,ACC-0007,180400,2025-01-03,2025-04-21,Lost,7 - Closed Lost,0
OPP-00259,Millbrook Medical Group – ERP Implementation,ACC-0022,3400,2022-02-18,2022-12-25,Lost,7 - Closed Lost,0
OPP-00260,Northstar Health System – Data Analytics Platform,ACC-0001,241900,2023-10-04,2025-09-29,Lost,7 - Closed Lost,0
OPP-00261,Vantage Customer Solutions - Southwest District – Data Analytics Platform,ACC-0147,1600,2025-08-31,2026-06-05,Open,1 - Prospecting,10
OPP-00262,Cook County Administration – CRM Rollout,ACC-0038,1200,2024-12-03,2025-08-12,Lost,7 - Closed Lost,0
OPP-00263,Redwood Specialty Foods - Southwest District – CRM Rollout,ACC-0140,62900,2023-10-02,2025-09-29,Lost,7 - Closed Lost,0
OPP-00264,Pinnacle BPO Group – Systems Integration,ACC-0084,15000,2023-04-02,2024-05-25,Lost,7 - Closed Lost,0
OPP-00265,Apex Medical Associates – Security Assessment,ACC-0011,339200,2021-02-21,2022-03-23,Won,6 - Closed Won,100
OPP-00266,Maple Street Market – Business Intelligence Suite,ACC-0060,116700,2021-12-17,2023-01-24,Lost,7 - Closed Lost,0
OPP-00267,Sunridge Health System – Compliance Program,ACC-0030,105400,2023-12-25,2025-09-08,Lost,7 - Closed Lost,0
OPP-00268,Sunstone Pet Supplies – Infrastructure Refresh,ACC-0080,36800,2024-04-06,2025-03-21,Lost,7 - Closed Lost,0
OPP-00269,Sacramento County Administration - Mountain Region – Training & Enablement Program,ACC-0125,1500,2025-02-28,2026-02-09,Won,6 - Closed Won,100
OPP-00270,Lakewood Contact Center – Business Intelligence Suite,ACC-0095,1400,2022-04-19,2022-09-10,Lost,7 - Closed Lost,0
OPP-00271,Goldstone Jewelry Retail - Gulf Coast Branch – Systems Integration,ACC-0131,31500,2022-01-28,2022-11-12,Lost,7 - Closed Lost,0
OPP-00272,City of Charlotte Planning - Atlantic Division – Systems Integration,ACC-0120,1400,2025-01-21,2025-07-14,Lost,7 - Closed Lost,0
OPP-00273,City of Nashville Public Safety – Cloud Migration,ACC-0046,15400,2021-11-26,2022-08-09,Lost,7 - Closed Lost,0
OPP-00274,City of Denver Public Works – CRM Rollout,ACC-0034,21900,2021-07-28,2022-01-27,Lost,7 - Closed Lost,0
OPP-00275,Bridgewater Health System – Digital Transformation Initiative,ACC-0025,35700,2021-10-31,2022-09-20,Lost,7 - Closed Lost,0
OPP-00276,City of Seattle Finance – Workforce Optimization Platform,ACC-0037,3200,2026-02-10,2026-03-24,Won,6 - Closed Won,100
OPP-00277,Harborside Retail Group – Managed Services Contract,ACC-0056,40600,2023-03-29,2024-07-03,Lost,7 - Closed Lost,0
OPP-00278,Northstar Service Solutions - Great Plains Branch – Systems Integration,ACC-0151,2000,2021-02-15,2021-07-25,Won,6 - Closed Won,100
OPP-00279,Frontier Grocery Co. – Professional Services Engagement,ACC-0058,593500,2026-02-03,2026-06-08,Open,3 - Engaged,25
OPP-00280,Greenfield Health Partners - Western Region – Workforce Optimization Platform,ACC-0106,2200,2022-04-14,2024-03-12,Lost,7 - Closed Lost,0
OPP-00281,Goldstone Jewelry Retail - Southeast Region – Business Intelligence Suite,ACC-0130,131100,2024-04-10,2024-12-15,Lost,7 - Closed Lost,0
OPP-00282,Sycamore Health Group – Workforce Optimization Platform,ACC-0016,71200,2022-06-17,2024-04-05,Lost,7 - Closed Lost,0
OPP-00283,Silverline Home Goods – Digital Transformation Initiative,ACC-0059,686200,2024-12-31,2025-06-24,Won,6 - Closed Won,100
OPP-00284,Prairie Home Centers – Business Intelligence Suite,ACC-0066,9800,2025-10-25,2026-06-06,Open,2 - Scoping,15
OPP-00285,Skyline Electronics - Pacific Division – Digital Transformation Initiative,ACC-0139,4300,2024-09-02,2025-08-18,Lost,7 - Closed Lost,0
OPP-00286,Arizona Department of Transportation - Pacific Division – Cloud Migration,ACC-0122,1400,2021-08-06,2021-09-29,Won,6 - Closed Won,100
OPP-00287,Highpoint Health Partners – Infrastructure Refresh,ACC-0021,182400,2022-02-14,2023-08-14,Lost,7 - Closed Lost,0
OPP-00288,Cedar Point Convenience Stores – Business Intelligence Suite,ACC-0076,64500,2025-01-09,2026-05-26,Open,2 - Scoping,15
OPP-00289,Ridgemont Healthcare - Upper Midwest Branch – Training & Enablement Program,ACC-0113,17000,2022-12-04,2024-02-12,Lost,7 - Closed Lost,0
OPP-00290,Stonegate Healthcare – CRM Rollout,ACC-0027,99800,2023-03-15,2024-09-06,Lost,7 - Closed Lost,0
OPP-00291,Riverside Community Hospital - Southeast Region – Digital Transformation Initiative,ACC-0102,60100,2024-07-29,2024-10-09,Won,6 - Closed Won,100
OPP-00292,Crestwood Department Stores – Business Intelligence Suite,ACC-0057,3300,2023-05-08,2024-07-26,Lost,7 - Closed Lost,0
OPP-00293,Allegheny County Services – Managed Services Contract,ACC-0050,11000,2022-04-05,2023-02-24,Lost,7 - Closed Lost,0
OPP-00294,Vantage Customer Solutions - Pacific Division – Data Analytics Platform,ACC-0149,600,2023-03-14,2024-07-14,Won,6 - Closed Won,100
OPP-00295,Skyline Electronics - Pacific Division – Business Intelligence Suite,ACC-0139,1800,2025-06-24,2026-05-29,Open,1 - Prospecting,10
OPP-00296,Northgate Supermarkets – Infrastructure Refresh,ACC-0075,84800,2021-10-27,2022-11-07,Lost,7 - Closed Lost,0
OPP-00297,Maricopa County Government - Upper Midwest Branch – Business Intelligence Suite,ACC-0118,3300,2023-08-17,2024-06-28,Lost,7 - Closed Lost,0
OPP-00298,Sycamore Health Group – Digital Transformation Initiative,ACC-0016,135800,2022-12-28,2023-09-04,Won,6 - Closed Won,100
OPP-00299,Northstar Service Solutions – Compliance Program,ACC-0094,42600,2024-10-22,2025-05-15,Lost,7 - Closed Lost,0
OPP-00300,Northstar Health System - Southeast Region – Training & Enablement Program,ACC-0101,9400,2022-05-17,2024-04-01,Lost,7 - Closed Lost,0
OPP-00301,Prairie Home Centers – Data Analytics Platform,ACC-0066,207900,2021-06-24,2023-05-15,Lost,7 - Closed Lost,0
OPP-00302,Skyline Electronics - Pacific Division – Workforce Optimization Platform,ACC-0139,19300,2021-04-27,2021-08-07,Lost,7 - Closed Lost,0
OPP-00303,Colorado Department of Transportation – ERP Implementation,ACC-0045,26400,2023-12-23,2024-12-25,Lost,7 - Closed Lost,0
OPP-00304,Crestview Service Partners – Professional Services Engagement,ACC-0089,3200,2021-05-28,2023-04-14,Won,6 - Closed Won,100
OPP-00305,Paramount Health System – Network Infrastructure Upgrade,ACC-0013,10500,2022-04-24,2022-11-15,Lost,7 - Closed Lost,0
OPP-00306,Ridgemont Healthcare - Northeast Division – Workforce Optimization Platform,ACC-0112,3500,2023-04-05,2024-10-18,Won,6 - Closed Won,100
OPP-00307,Northstar Service Solutions – Managed Services Contract,ACC-0094,42300,2021-07-05,2023-06-04,Lost,7 - Closed Lost,0
OPP-00308,Ridgemont Healthcare - Northeast Division – Managed Services Contract,ACC-0112,13400,2022-02-09,2023-07-15,Lost,7 - Closed Lost,0
OPP-00309,Greenfield Health Partners – Security Assessment,ACC-0010,34100,2024-10-06,2025-02-17,Lost,7 - Closed Lost,0
OPP-00310,Silverline Home Goods – Training & Enablement Program,ACC-0059,724900,2023-08-28,2025-01-28,Lost,7 - Closed Lost,0
OPP-00311,Ridgeline Sporting Goods – Managed Services Contract,ACC-0064,106300,2023-10-04,2024-06-27,Lost,7 - Closed Lost,0
OPP-00312,Redwood Specialty Foods – Professional Services Engagement,ACC-0079,400500,2021-11-25,2022-11-03,Lost,7 - Closed Lost,0
OPP-00313,Blue Ridge Grocery Chain – Business Intelligence Suite,ACC-0068,186500,2023-08-12,2024-09-13,Lost,7 - Closed Lost,0
OPP-00314,Greenfield Health Partners – Professional Services Engagement,ACC-0010,25900,2024-07-26,2026-06-03,Open,1 - Prospecting,10
OPP-00315,Lakeview Medical Partners – Training & Enablement Program,ACC-0006,65600,2022-11-08,2023-02-27,Lost,7 - Closed Lost,0
OPP-00316,Paramount Health System - Northeast Division – Network Infrastructure Upgrade,ACC-0107,2200,2022-03-13,2023-05-27,Lost,7 - Closed Lost,0
OPP-00317,Cornerstone Health Network – Managed Services Contract,ACC-0012,71000,2022-12-01,2024-04-14,Lost,7 - Closed Lost,0
OPP-00318,Cedar Valley Hospital - Western Region – Managed Services Contract,ACC-0110,14900,2023-06-11,2024-06-10,Lost,7 - Closed Lost,0
OPP-00319,BlueCrest Health System – Managed Services Contract,ACC-0007,93700,2022-12-29,2024-06-01,Lost,7 - Closed Lost,0
OPP-00320,Northstar Service Solutions - Mountain Region – Compliance Program,ACC-0152,10300,2022-12-08,2023-07-19,Lost,7 - Closed Lost,0
OPP-00321,Cedar Valley Hospital – Business Intelligence Suite,ACC-0015,60400,2024-12-31,2025-11-17,Won,6 - Closed Won,100
OPP-00322,Apex Medical Associates – Managed Services Contract,ACC-0011,380000,2023-03-28,2024-10-30,Lost,7 - Closed Lost,0
OPP-00323,Cedar Point Convenience Stores – Infrastructure Refresh,ACC-0076,47900,2021-08-11,2021-09-01,Won,6 - Closed Won,100
OPP-00324,Skyline Electronics - Southwest District – Workforce Optimization Platform,ACC-0137,4000,2024-09-09,2024-11-24,Lost,7 - Closed Lost,0
OPP-00325,Goldstone Jewelry Retail – Systems Integration,ACC-0073,369200,2021-10-29,2023-08-16,Lost,7 - Closed Lost,0
OPP-00326,Redwood Specialty Foods – Training & Enablement Program,ACC-0079,371700,2022-03-12,2022-05-06,Lost,7 - Closed Lost,0
OPP-00327,Nexus Support Services – Digital Transformation Initiative,ACC-0083,6900,2024-09-21,2025-04-09,Lost,7 - Closed Lost,0
OPP-00328,Cedar Valley Hospital - Western Region – Infrastructure Refresh,ACC-0110,62200,2024-09-04,2024-10-02,Lost,7 - Closed Lost,0
OPP-00329,Ridgemont Healthcare – Data Analytics Platform,ACC-0018,60600,2024-12-25,2025-09-30,Lost,7 - Closed Lost,0
OPP-00330,Silverline Home Goods – Workforce Optimization Platform,ACC-0059,284500,2023-06-02,2025-01-16,Lost,7 - Closed Lost,0
OPP-00331,Northgate Supermarkets - Mountain Region – Compliance Program,ACC-0136,40400,2023-12-06,2024-01-30,Lost,7 - Closed Lost,0
OPP-00332,Stonegate Healthcare - Southeast Region – ERP Implementation,ACC-0116,13100,2026-02-25,2026-06-23,Open,2 - Scoping,15
OPP-00333,Ironwood Support Group – Digital Transformation Initiative,ACC-0093,20200,2024-09-12,2025-03-05,Lost,7 - Closed Lost,0
OPP-00334,Goldstone Jewelry Retail – Business Intelligence Suite,ACC-0073,88900,2023-08-26,2024-04-14,Lost,7 - Closed Lost,0
OPP-00335,Cascade Regional Hospital – Infrastructure Refresh,ACC-0003,5200,2024-11-01,2025-03-20,Lost,7 - Closed Lost,0
OPP-00336,Cornerstone Health Network – Systems Integration,ACC-0012,93400,2021-09-22,2023-02-02,Won,6 - Closed Won,100
OPP-00337,Cedar Point Convenience Stores – Network Infrastructure Upgrade,ACC-0076,54000,2025-03-05,2025-09-27,Lost,7 - Closed Lost,0
OPP-00338,Cedar Valley Hospital - Western Region – CRM Rollout,ACC-0110,48700,2025-10-19,2026-01-16,Lost,7 - Closed Lost,0
OPP-00339,City of Charlotte Planning – Workforce Optimization Platform,ACC-0040,4900,2023-10-18,2025-02-15,Lost,7 - Closed Lost,0
OPP-00340,Ohio Department of Health – ERP Implementation,ACC-0033,37800,2025-01-08,2025-02-24,Won,6 - Closed Won,100
OPP-00341,Goldstone Jewelry Retail - Gulf Coast Branch – Security Assessment,ACC-0131,88400,2024-06-20,2024-09-24,Lost,7 - Closed Lost,0
OPP-00342,Riverside Community Hospital - Southeast Region – Network Infrastructure Upgrade,ACC-0102,17000,2025-10-30,2026-07-21,Open,3 - Engaged,25
OPP-00343,City of Jacksonville Finance – Data Analytics Platform,ACC-0052,13400,2023-06-18,2024-10-26,Lost,7 - Closed Lost,0
OPP-00344,Vantage Customer Solutions - Southwest District – Digital Transformation Initiative,ACC-0147,300,2024-08-13,2025-02-11,Lost,7 - Closed Lost,0
OPP-00345,Coastal Home Furnishings – Professional Services Engagement,ACC-0065,691000,2023-07-17,2024-05-05,Lost,7 - Closed Lost,0
OPP-00346,King County Government – Infrastructure Refresh,ACC-0047,10300,2024-06-27,2026-05-09,Open,3 - Engaged,25
OPP-00347,Redwood Specialty Foods – Professional Services Engagement,ACC-0079,473100,2025-01-26,2025-02-25,Lost,7 - Closed Lost,0
OPP-00348,Arizona Department of Transportation - Pacific Division – Business Intelligence Suite,ACC-0122,900,2025-12-24,2026-03-12,Lost,7 - Closed Lost,0
